"DISEASE";"DISEASE_DESCRIPTION";"WHO_zone";"YEAR";"Total_Cases";"ANTIGEN_DESCRIPTION";"ANTIGEN";"Target";"Doses"
"TTETANUS";"Total tetanus";"AMR";2016.0;533.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";10445055.0;9390445.0
"TTETANUS";"Total tetanus";"AMR";2016.0;533.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10440575.0;9863197.0
"TTETANUS";"Total tetanus";"AMR";2017.0;545.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";10399089.0;8761625.0
"TTETANUS";"Total tetanus";"AMR";2017.0;545.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10395307.0;9546674.0
"TTETANUS";"Total tetanus";"AMR";2017.0;545.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";6850551.0;3396800.0
"TTETANUS";"Total tetanus";"AMR";2018.0;236.0;"Tetanus-containing vaccine, 6th dose (3rd booster)";"TTCV6";1143249.0;818372.0
"TTETANUS";"Total tetanus";"AMR";2018.0;236.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10201812.0;9248932.0
"TTETANUS";"Total tetanus";"AMR";2018.0;236.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";10200353.0;8877419.0
"TTETANUS";"Total tetanus";"AMR";2018.0;236.0;"Tetanus-containing vaccine, 4th dose (1st booster)";"TTCV4";9267735.0;6864404.0
"TTETANUS";"Total tetanus";"AMR";2018.0;236.0;"Tetanus-containing vaccine, 5th dose (2nd booster)";"TTCV5";9801362.0;8497736.0
"TTETANUS";"Total tetanus";"AMR";2018.0;236.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";7159701.0;4252339.0
"TTETANUS";"Total tetanus";"AMR";2019.0;483.0;"Tetanus-containing vaccine, 6th dose (3rd booster)";"TTCV6";1415724.0;1038390.0
"TTETANUS";"Total tetanus";"AMR";2019.0;483.0;"Tetanus-containing vaccine, 5th dose (2nd booster)";"TTCV5";7160556.0;5517149.0
"TTETANUS";"Total tetanus";"AMR";2019.0;483.0;"Tetanus-containing vaccine, 4th dose (1st booster)";"TTCV4";7274882.0;5455080.0
"TTETANUS";"Total tetanus";"AMR";2019.0;483.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";10170363.0;8113013.0
"TTETANUS";"Total tetanus";"AMR";2019.0;483.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10165005.0;8759815.0
"TTETANUS";"Total tetanus";"AMR";2019.0;483.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";9320530.0;4135943.0
"TTETANUS";"Total tetanus";"AMR";2020.0;381.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";6340195.0;2668685.0
"TTETANUS";"Total tetanus";"AMR";2020.0;381.0;"DTP-containing vaccine, 1st dose";"DTPCV1";9623421.0;8498367.0
"TTETANUS";"Total tetanus";"AMR";2020.0;381.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";9628466.0;7598841.0
"TTETANUS";"Total tetanus";"AMR";2020.0;381.0;"Tetanus-containing vaccine, 6th dose (3rd booster)";"TTCV6";2717668.0;1553033.0
"TTETANUS";"Total tetanus";"AMR";2020.0;381.0;"Tetanus-containing vaccine, 5th dose (2nd booster)";"TTCV5";7184914.0;4977673.0
"TTETANUS";"Total tetanus";"AMR";2020.0;381.0;"Tetanus-containing vaccine, 4th dose (1st booster)";"TTCV4";6927465.0;4908640.0
"TTETANUS";"Total tetanus";"AMR";2021.0;409.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";14050658.0;2248303.0
"TTETANUS";"Total tetanus";"AMR";2021.0;409.0;"Tetanus-containing vaccine, 6th dose (3rd booster)";"TTCV6";2655271.0;1527931.0
"TTETANUS";"Total tetanus";"AMR";2021.0;409.0;"Tetanus-containing vaccine, 5th dose (2nd booster)";"TTCV5";7877135.0;4901340.0
"TTETANUS";"Total tetanus";"AMR";2021.0;409.0;"Tetanus-containing vaccine, 4th dose (1st booster)";"TTCV4";9811775.0;6730386.0
"TTETANUS";"Total tetanus";"AMR";2021.0;409.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";9676617.0;7293923.0
"TTETANUS";"Total tetanus";"AMR";2021.0;409.0;"DTP-containing vaccine, 1st dose";"DTPCV1";9674034.0;7874672.0
"TTETANUS";"Total tetanus";"AMR";2022.0;407.0;"DTP-containing vaccine, 1st dose";"DTPCV1";8712877.0;7664862.0
"TTETANUS";"Total tetanus";"AMR";2022.0;407.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8711887.0;7031303.0
"TTETANUS";"Total tetanus";"AMR";2022.0;407.0;"Tetanus-containing vaccine, 4th dose (1st booster)";"TTCV4";8708931.0;6118684.0
"TTETANUS";"Total tetanus";"AMR";2022.0;407.0;"Tetanus-containing vaccine, 5th dose (2nd booster)";"TTCV5";6868832.0;4965998.0
"TTETANUS";"Total tetanus";"AMR";2022.0;407.0;"Tetanus-containing vaccine, 6th dose (3rd booster)";"TTCV6";1915103.0;1170874.0
"TTETANUS";"Total tetanus";"AMR";2022.0;407.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";5152323.0;2891470.0
"TTETANUS";"Total tetanus";"EMR";1999.0;3067.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";12503577.0;10327180.0
"TTETANUS";"Total tetanus";"EMR";1999.0;3067.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";16639884.0;7612919.0
"TTETANUS";"Total tetanus";"EMR";2000.0;2143.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14140334.0;10489260.0
"TTETANUS";"Total tetanus";"EMR";2000.0;2143.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";16193890.0;6631986.0
"TTETANUS";"Total tetanus";"EMR";2000.0;2143.0;"DTP-containing vaccine, 1st dose";"DTPCV1";13590763.0;10938363.0
"TTETANUS";"Total tetanus";"EMR";2001.0;2038.0;"DTP-containing vaccine, 1st dose";"DTPCV1";12686624.0;11099160.0
"TTETANUS";"Total tetanus";"EMR";2001.0;2038.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";12340190.0;5454164.0
"TTETANUS";"Total tetanus";"EMR";2001.0;2038.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";13201651.0;10640595.0
"TTETANUS";"Total tetanus";"EMR";2002.0;2900.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";13524144.0;6147127.0
"TTETANUS";"Total tetanus";"EMR";2002.0;2900.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";12756744.0;9680760.0
"TTETANUS";"Total tetanus";"EMR";2002.0;2900.0;"DTP-containing vaccine, 1st dose";"DTPCV1";12771891.0;10655315.0
"TTETANUS";"Total tetanus";"EMR";2003.0;1623.0;"DTP-containing vaccine, 1st dose";"DTPCV1";12921837.0;11214175.0
"TTETANUS";"Total tetanus";"EMR";2003.0;1623.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";12961116.0;10035487.0
"TTETANUS";"Total tetanus";"EMR";2003.0;1623.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";15706728.0;5162833.0
"TTETANUS";"Total tetanus";"EMR";2004.0;847.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14335410.0;11065143.0
"TTETANUS";"Total tetanus";"EMR";2004.0;847.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14335787.0;12303425.0
"TTETANUS";"Total tetanus";"EMR";2004.0;847.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";17285908.0;5238927.0
"TTETANUS";"Total tetanus";"EMR";2005.0;914.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";17913323.0;6756306.0
"TTETANUS";"Total tetanus";"EMR";2005.0;914.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14414667.0;13075742.0
"TTETANUS";"Total tetanus";"EMR";2005.0;914.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14359854.0;11851162.0
"TTETANUS";"Total tetanus";"EMR";2006.0;1023.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14313732.0;13701189.0
"TTETANUS";"Total tetanus";"EMR";2006.0;1023.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14253945.0;12416145.0
"TTETANUS";"Total tetanus";"EMR";2006.0;1023.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";19223906.0;8035402.0
"TTETANUS";"Total tetanus";"EMR";2007.0;1220.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";13944721.0;6363137.0
"TTETANUS";"Total tetanus";"EMR";2007.0;1220.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14891505.0;13246888.0
"TTETANUS";"Total tetanus";"EMR";2007.0;1220.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14960233.0;14231629.0
"TTETANUS";"Total tetanus";"EMR";2008.0;1541.0;"DTP-containing vaccine, 1st dose";"DTPCV1";13658734.0;12533242.0
"TTETANUS";"Total tetanus";"EMR";2008.0;1541.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14751996.0;12369929.0
"TTETANUS";"Total tetanus";"EMR";2008.0;1541.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";14231224.0;7012430.0
"TTETANUS";"Total tetanus";"EMR";2009.0;1194.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14667983.0;13147964.0
"TTETANUS";"Total tetanus";"EMR";2009.0;1194.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";14668934.0;7568820.0
"TTETANUS";"Total tetanus";"EMR";2009.0;1194.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14361367.0;14191663.0
"TTETANUS";"Total tetanus";"EMR";2010.0;1108.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";15602932.0;14831093.0
"TTETANUS";"Total tetanus";"EMR";2010.0;1108.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";13607791.0;7824251.0
"TTETANUS";"Total tetanus";"EMR";2010.0;1108.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10267876.0;10006715.0
"TTETANUS";"Total tetanus";"EMR";2011.0;1350.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";13927230.0;7706868.0
"TTETANUS";"Total tetanus";"EMR";2011.0;1350.0;"DTP-containing vaccine, 1st dose";"DTPCV1";16004962.0;15776337.0
"TTETANUS";"Total tetanus";"EMR";2011.0;1350.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";15997000.0;14775464.0
"TTETANUS";"Total tetanus";"EMR";2012.0;767.0;"DTP-containing vaccine, 1st dose";"DTPCV1";16523219.0;16209489.0
"TTETANUS";"Total tetanus";"EMR";2012.0;767.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";16438158.0;14959308.0
"TTETANUS";"Total tetanus";"EMR";2012.0;767.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";14114991.0;7842480.0
"TTETANUS";"Total tetanus";"EMR";2013.0;1513.0;"DTP-containing vaccine, 1st dose";"DTPCV1";16395611.0;16128722.0
"TTETANUS";"Total tetanus";"EMR";2013.0;1513.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";16379607.0;15059411.0
"TTETANUS";"Total tetanus";"EMR";2013.0;1513.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";13742321.0;7767162.0
"TTETANUS";"Total tetanus";"EMR";2014.0;243.0;"DTP-containing vaccine, 1st dose";"DTPCV1";17584516.0;17059171.0
"TTETANUS";"Total tetanus";"EMR";2014.0;243.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";17547874.0;15899194.0
"TTETANUS";"Total tetanus";"EMR";2014.0;243.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";13904443.0;7704080.0
"TTETANUS";"Total tetanus";"EMR";2015.0;885.0;"DTP-containing vaccine, 1st dose";"DTPCV1";17980745.0;16818891.0
"TTETANUS";"Total tetanus";"EMR";2015.0;885.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18004289.0;15796082.0
"TTETANUS";"Total tetanus";"EMR";2015.0;885.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";14552926.0;8250886.0
"TTETANUS";"Total tetanus";"EMR";2016.0;52.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";17730636.0;15568538.0
"TTETANUS";"Total tetanus";"EMR";2016.0;52.0;"DTP-containing vaccine, 1st dose";"DTPCV1";17693086.0;16422132.0
"TTETANUS";"Total tetanus";"EMR";2016.0;52.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";14603925.0;7959492.0
"TTETANUS";"Total tetanus";"EMR";2017.0;505.0;"DTP-containing vaccine, 1st dose";"DTPCV1";18979099.0;17989371.0
"TTETANUS";"Total tetanus";"EMR";2017.0;505.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18972156.0;16909572.0
"TTETANUS";"Total tetanus";"EMR";2017.0;505.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";15149625.0;8561129.0
"TTETANUS";"Total tetanus";"EMR";2018.0;228.0;"Tetanus-containing vaccine, 4th dose (1st booster)";"TTCV4";5238119.0;4614508.0
"TTETANUS";"Total tetanus";"EMR";2018.0;228.0;"DTP-containing vaccine, 1st dose";"DTPCV1";19339135.0;18290245.0
"TTETANUS";"Total tetanus";"EMR";2018.0;228.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";19359767.0;17106728.0
"TTETANUS";"Total tetanus";"EMR";2018.0;228.0;"Tetanus-containing vaccine, 6th dose (3rd booster)";"TTCV6";1268271.0;1195918.0
"TTETANUS";"Total tetanus";"EMR";2018.0;228.0;"Tetanus-containing vaccine, 5th dose (2nd booster)";"TTCV5";3429633.0;2576729.0
"TTETANUS";"Total tetanus";"EMR";2018.0;228.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";16311167.0;8744225.0
"TTETANUS";"Total tetanus";"EMR";2019.0;685.0;"Tetanus-containing vaccine, 6th dose (3rd booster)";"TTCV6";1229983.0;1118242.0
"TTETANUS";"Total tetanus";"EMR";2019.0;685.0;"Tetanus-containing vaccine, 5th dose (2nd booster)";"TTCV5";3347710.0;2805325.0
"TTETANUS";"Total tetanus";"EMR";2019.0;685.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";16767587.0;9078610.0
"TTETANUS";"Total tetanus";"EMR";2019.0;685.0;"DTP-containing vaccine, 1st dose";"DTPCV1";19428178.0;18658412.0
"TTETANUS";"Total tetanus";"EMR";2019.0;685.0;"Tetanus-containing vaccine, 4th dose (1st booster)";"TTCV4";7001844.0;6265796.0
"TTETANUS";"Total tetanus";"EMR";2019.0;685.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";19457879.0;17673624.0
"TTETANUS";"Total tetanus";"EMR";2020.0;716.0;"Tetanus-containing vaccine, 6th dose (3rd booster)";"TTCV6";1230303.0;1100320.0
"TTETANUS";"Total tetanus";"EMR";2020.0;716.0;"Tetanus-containing vaccine, 5th dose (2nd booster)";"TTCV5";2024481.0;1916304.0
"TTETANUS";"Total tetanus";"EMR";2020.0;716.0;"Tetanus-containing vaccine, 4th dose (1st booster)";"TTCV4";5365963.0;4920518.0
"TTETANUS";"Total tetanus";"EMR";2020.0;716.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";25861341.0;12559054.0
"TTETANUS";"Total tetanus";"EMR";2020.0;716.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18662988.0;16004043.0
"TTETANUS";"Total tetanus";"EMR";2020.0;716.0;"DTP-containing vaccine, 1st dose";"DTPCV1";18648734.0;17201599.0
"TTETANUS";"Total tetanus";"EMR";2021.0;3215.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";16724141.0;9253212.0
"TTETANUS";"Total tetanus";"EMR";2021.0;3215.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18633988.0;16299226.0
"TTETANUS";"Total tetanus";"EMR";2021.0;3215.0;"DTP-containing vaccine, 1st dose";"DTPCV1";18638516.0;17499078.0
"TTETANUS";"Total tetanus";"EMR";2021.0;3215.0;"Tetanus-containing vaccine, 4th dose (1st booster)";"TTCV4";6263828.0;5522661.0
"TTETANUS";"Total tetanus";"EMR";2021.0;3215.0;"Tetanus-containing vaccine, 5th dose (2nd booster)";"TTCV5";2698110.0;2147078.0
"TTETANUS";"Total tetanus";"EMR";2021.0;3215.0;"Tetanus-containing vaccine, 6th dose (3rd booster)";"TTCV6";1349894.0;1157317.0
"TTETANUS";"Total tetanus";"EMR";2022.0;710.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";14680952.0;9996678.0
"TTETANUS";"Total tetanus";"EMR";2022.0;710.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";17134370.0;15827305.0
"TTETANUS";"Total tetanus";"EMR";2022.0;710.0;"Tetanus-containing vaccine, 6th dose (3rd booster)";"TTCV6";1296658.0;1018430.0
"TTETANUS";"Total tetanus";"EMR";2022.0;710.0;"Tetanus-containing vaccine, 5th dose (2nd booster)";"TTCV5";2765289.0;1542757.0
"TTETANUS";"Total tetanus";"EMR";2022.0;710.0;"Tetanus-containing vaccine, 4th dose (1st booster)";"TTCV4";7274884.0;5739300.0
"TTETANUS";"Total tetanus";"EMR";2022.0;710.0;"DTP-containing vaccine, 1st dose";"DTPCV1";17113007.0;16793496.0
"TTETANUS";"Total tetanus";"EUR";1999.0;229.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";3478757.0;3365982.0
"TTETANUS";"Total tetanus";"EUR";1999.0;229.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";56000.0;51744.0
"TTETANUS";"Total tetanus";"EUR";2000.0;412.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1389760.0;485172.0
"TTETANUS";"Total tetanus";"EUR";2000.0;412.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6690201.0;6098954.0
"TTETANUS";"Total tetanus";"EUR";2000.0;412.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4142658.0;3795966.0
"TTETANUS";"Total tetanus";"EUR";2001.0;270.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3477177.0;3253466.0
"TTETANUS";"Total tetanus";"EUR";2001.0;270.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6390371.0;5936788.0
"TTETANUS";"Total tetanus";"EUR";2001.0;270.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1404168.0;550577.0
"TTETANUS";"Total tetanus";"EUR";2002.0;346.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6997991.0;6456718.0
"TTETANUS";"Total tetanus";"EUR";2002.0;346.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1613296.0;613205.0
"TTETANUS";"Total tetanus";"EUR";2002.0;346.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3534814.0;3232093.0
"TTETANUS";"Total tetanus";"EUR";2003.0;359.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7012509.0;6288692.0
"TTETANUS";"Total tetanus";"EUR";2003.0;359.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1404079.0;532227.0
"TTETANUS";"Total tetanus";"EUR";2003.0;359.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3147397.0;2766412.0
"TTETANUS";"Total tetanus";"EUR";2004.0;255.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3631339.0;3345580.0
"TTETANUS";"Total tetanus";"EUR";2004.0;255.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7877145.0;7377492.0
"TTETANUS";"Total tetanus";"EUR";2004.0;255.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1354824.0;551736.0
"TTETANUS";"Total tetanus";"EUR";2005.0;192.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1376635.0;656094.0
"TTETANUS";"Total tetanus";"EUR";2005.0;192.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7870577.0;7489140.0
"TTETANUS";"Total tetanus";"EUR";2005.0;192.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3562319.0;3411243.0
"TTETANUS";"Total tetanus";"EUR";2006.0;195.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8365341.0;7689096.0
"TTETANUS";"Total tetanus";"EUR";2006.0;195.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3756875.0;3566634.0
"TTETANUS";"Total tetanus";"EUR";2006.0;195.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1377975.0;725847.0
"TTETANUS";"Total tetanus";"EUR";2007.0;205.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3768621.0;3592261.0
"TTETANUS";"Total tetanus";"EUR";2007.0;205.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7999194.0;7649520.0
"TTETANUS";"Total tetanus";"EUR";2007.0;205.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1444689.0;817681.0
"TTETANUS";"Total tetanus";"EUR";2008.0;129.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3507228.0;3263358.0
"TTETANUS";"Total tetanus";"EUR";2008.0;129.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";20679519.0;6864080.0
"TTETANUS";"Total tetanus";"EUR";2008.0;129.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1376918.0;788339.0
"TTETANUS";"Total tetanus";"EUR";2009.0;181.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3328944.0;3254966.0
"TTETANUS";"Total tetanus";"EUR";2009.0;181.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7718934.0;7356097.0
"TTETANUS";"Total tetanus";"EUR";2009.0;181.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1367127.0;795979.0
"TTETANUS";"Total tetanus";"EUR";2010.0;206.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3229210.0;3154862.0
"TTETANUS";"Total tetanus";"EUR";2010.0;206.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1331322.0;703839.0
"TTETANUS";"Total tetanus";"EUR";2010.0;206.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8121427.0;7616935.0
"TTETANUS";"Total tetanus";"EUR";2011.0;197.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3792833.0;3457164.0
"TTETANUS";"Total tetanus";"EUR";2011.0;197.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1259686.0;715674.0
"TTETANUS";"Total tetanus";"EUR";2011.0;197.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7458353.0;7119344.0
"TTETANUS";"Total tetanus";"EUR";2012.0;208.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8230237.0;7852073.0
"TTETANUS";"Total tetanus";"EUR";2012.0;208.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3856197.0;3477394.0
"TTETANUS";"Total tetanus";"EUR";2012.0;208.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1269827.0;785795.0
"TTETANUS";"Total tetanus";"EUR";2013.0;105.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1270554.0;777195.0
"TTETANUS";"Total tetanus";"EUR";2013.0;105.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3966991.0;3894203.0
"TTETANUS";"Total tetanus";"EUR";2013.0;105.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7812240.0;7556085.0
"TTETANUS";"Total tetanus";"EUR";2014.0;68.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1346065.0;795487.0
"TTETANUS";"Total tetanus";"EUR";2014.0;68.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6954855.0;6687447.0
"TTETANUS";"Total tetanus";"EUR";2014.0;68.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4145982.0;4053269.0
"TTETANUS";"Total tetanus";"EUR";2015.0;123.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1338657.0;725264.0
"TTETANUS";"Total tetanus";"EUR";2015.0;123.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7893660.0;7266189.0
"TTETANUS";"Total tetanus";"EUR";2015.0;123.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4646707.0;4373357.0
"TTETANUS";"Total tetanus";"EUR";2016.0;137.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7676293.0;7050279.0
"TTETANUS";"Total tetanus";"EUR";2016.0;137.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4558602.0;4201615.0
"TTETANUS";"Total tetanus";"EUR";2016.0;137.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1538361.0;909476.0
"TTETANUS";"Total tetanus";"EUR";2017.0;134.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4869988.0;4608343.0
"TTETANUS";"Total tetanus";"EUR";2017.0;134.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1953397.0;1356309.0
"TTETANUS";"Total tetanus";"EUR";2017.0;134.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8245841.0;7754375.0
"TTETANUS";"Total tetanus";"EUR";2018.0;81.0;"Tetanus-containing vaccine, 6th dose (3rd booster)";"TTCV6";3715163.0;3539177.0
"TTETANUS";"Total tetanus";"EUR";2018.0;81.0;"Tetanus-containing vaccine, 5th dose (2nd booster)";"TTCV5";6403647.0;5909624.0
"TTETANUS";"Total tetanus";"EUR";2018.0;81.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1544316.0;930243.0
"TTETANUS";"Total tetanus";"EUR";2018.0;81.0;"Tetanus-containing vaccine, 4th dose (1st booster)";"TTCV4";7391866.0;6947153.0
"TTETANUS";"Total tetanus";"EUR";2018.0;81.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7937734.0;7660142.0
"TTETANUS";"Total tetanus";"EUR";2018.0;81.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4945500.0;4885468.0
"TTETANUS";"Total tetanus";"EUR";2019.0;69.0;"Tetanus-containing vaccine, 5th dose (2nd booster)";"TTCV5";8281692.0;6596529.0
"TTETANUS";"Total tetanus";"EUR";2019.0;69.0;"Tetanus-containing vaccine, 6th dose (3rd booster)";"TTCV6";4562256.0;4252103.0
"TTETANUS";"Total tetanus";"EUR";2019.0;69.0;"Tetanus toxoid-containing vaccine, 2nd and subsequent doses";"TT2PLUS";1553506.0;1089489.0
"TTETANUS";"Total tetanus";"EUR";2019.0;69.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6912167.0;6524664.0
"TTETANUS";"Total tetanus";"EUR";2019.0;69.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4931117.0;4723352.0
"TTETANUS";"Total tetanus";"EUR";2019.0;69.0;"Tetanus-containing vaccine, 4th dose (1st booster)";"TTCV4";8218891.0;7256265.0
