country,DISEASE,DISEASE_DESCRIPTION,WHO_zone,YEAR,Total_Cases,ANTIGEN_DESCRIPTION,ANTIGEN,Target,Doses
"Venezuela (Bolivarian Republic of)",MEASLES,Measles,AMR,2018,5667,"Measles-containing vaccine, 2nd dose",MCV2,548589,214509
"Venezuela (Bolivarian Republic of)",PERTUSSIS,Pertussis,AMR,2018,144,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,539405,169477
"Venezuela (Bolivarian Republic of)",TTETANUS,"Total tetanus",AMR,2018,11,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,538026,173146
"Venezuela (Bolivarian Republic of)",TTETANUS,"Total tetanus",AMR,2018,11,"Tetanus-containing vaccine, 4th dose (1st booster)",TTCV4,539405,169477
"Venezuela (Bolivarian Republic of)",TTETANUS,"Total tetanus",AMR,2018,11,"Tetanus-containing vaccine, 5th dose (2nd booster)",TTCV5,548589,262149
Argentina,YFEVER,"Yellow fever",AMR,2018,7,"Yellow fever vaccine",YFV,62425,49135
Argentina,PERTUSSIS,Pertussis,AMR,2018,900,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,696196,555877
Argentina,MEASLES,Measles,AMR,2018,14,"Measles-containing vaccine, 2nd dose",MCV2,729687,738616
Argentina,MEASLES,Measles,AMR,2018,14,"Measles-containing vaccine, 1st dose",MCV1,696196,657230
Argentina,PERTUSSIS,Pertussis,AMR,2018,900,"DTP-containing vaccine, 3rd dose",DTPCV3,692893,593292
Argentina,PERTUSSIS,Pertussis,AMR,2018,900,"DTP-containing vaccine, 1st dose",DTPCV1,692893,629028
"Costa Rica",PERTUSSIS,Pertussis,AMR,2021,2,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,57848,53591
"Costa Rica",PERTUSSIS,Pertussis,AMR,2021,2,"DTP-containing vaccine, 3rd dose",DTPCV3,57848,53313
"Costa Rica",PERTUSSIS,Pertussis,AMR,2021,2,"DTP-containing vaccine, 1st dose",DTPCV1,57848,51026
Djibouti,DIPHTHERIA,Diphtheria,EMR,1999,2,"DTP-containing vaccine, 3rd dose",DTPCV3,26014,6960
Djibouti,MEASLES,Measles,EMR,1999,341,"Measles-containing vaccine, 1st dose",MCV1,26014,6943
Djibouti,POLIO,Poliomyelitis,EMR,1999,1,"Polio, 3rd dose",POL3,26014,6962
"Iran (Islamic Republic of)",POLIO,Poliomyelitis,EMR,1999,3,"Polio, 3rd dose",POL3,1157608,1156330
"Iran (Islamic Republic of)",TTETANUS,"Total tetanus",EMR,1999,26,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1157608,555764
"Iran (Islamic Republic of)",TTETANUS,"Total tetanus",EMR,1999,26,"DTP-containing vaccine, 3rd dose",DTPCV3,1157608,1155779
"Iran (Islamic Republic of)",PERTUSSIS,Pertussis,EMR,1999,24,"DTP-containing vaccine, 3rd dose",DTPCV3,1157608,1155779
"Iran (Islamic Republic of)",DIPHTHERIA,Diphtheria,EMR,1999,13,"DTP-containing vaccine, 3rd dose",DTPCV3,1157608,1155779
"Iran (Islamic Republic of)",MEASLES,Measles,EMR,1999,4137,"Measles-containing vaccine, 1st dose",MCV1,1157608,1143433
"Iran (Islamic Republic of)",MEASLES,Measles,EMR,1999,4137,"Measles-containing vaccine, 2nd dose",MCV2,1157608,1115414
Afghanistan,TTETANUS,"Total tetanus",EMR,1999,221,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,4392217,725304
Afghanistan,POLIO,Poliomyelitis,EMR,1999,150,"Polio, 3rd dose",POL3,878443,284095
Afghanistan,MEASLES,Measles,EMR,1999,3609,"Measles-containing vaccine, 1st dose",MCV1,878443,317217
Afghanistan,TTETANUS,"Total tetanus",EMR,1999,221,"DTP-containing vaccine, 3rd dose",DTPCV3,878443,266894
Afghanistan,PERTUSSIS,Pertussis,EMR,1999,1582,"DTP-containing vaccine, 3rd dose",DTPCV3,878443,266894
Afghanistan,DIPHTHERIA,Diphtheria,EMR,1999,297,"DTP-containing vaccine, 3rd dose",DTPCV3,878443,266894
Qatar,PERTUSSIS,Pertussis,EMR,2000,1,"DTP-containing vaccine, 3rd dose",DTPCV3,10344,8872
Qatar,PERTUSSIS,Pertussis,EMR,2000,1,"DTP-containing vaccine, 1st dose",DTPCV1,10344,9432
Djibouti,MEASLES,Measles,EMR,2001,79,"Measles-containing vaccine, 1st dose",MCV1,24762,12145
Djibouti,PERTUSSIS,Pertussis,EMR,2001,34,"DTP-containing vaccine, 3rd dose",DTPCV3,24762,13042
Djibouti,PERTUSSIS,Pertussis,EMR,2001,34,"DTP-containing vaccine, 1st dose",DTPCV1,24762,16053
Bahrain,MEASLES,Measles,EMR,2003,12,"Measles-containing vaccine, 1st dose",MCV1,13482,13556
Bahrain,MEASLES,Measles,EMR,2003,12,"Measles-containing vaccine, 2nd dose",MCV2,12457,12402
Egypt,MEASLES,Measles,EMR,2004,80,"Measles-containing vaccine, 1st dose",MCV1,1854090,1669124
Egypt,POLIO,Poliomyelitis,EMR,2004,1,"Polio, 3rd dose",POL3,1854090,1691679
Afghanistan,DIPHTHERIA,Diphtheria,EMR,2004,26,"DTP-containing vaccine, 3rd dose",DTPCV3,1002889,662398
Afghanistan,PERTUSSIS,Pertussis,EMR,2004,558,"DTP-containing vaccine, 3rd dose",DTPCV3,1002889,662398
Afghanistan,TTETANUS,"Total tetanus",EMR,2004,81,"DTP-containing vaccine, 3rd dose",DTPCV3,1002889,662398
Afghanistan,MEASLES,Measles,EMR,2004,466,"Measles-containing vaccine, 1st dose",MCV1,1002889,605909
Afghanistan,MEASLES,Measles,EMR,2004,466,"Measles-containing vaccine, 2nd dose",MCV2,989037,22224
Afghanistan,POLIO,Poliomyelitis,EMR,2004,4,"Polio, 3rd dose",POL3,1002889,662744
Afghanistan,TTETANUS,"Total tetanus",EMR,2004,81,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1186851,390903
Afghanistan,DIPHTHERIA,Diphtheria,EMR,2004,26,"DTP-containing vaccine, 1st dose",DTPCV1,1002889,801482
Afghanistan,PERTUSSIS,Pertussis,EMR,2004,558,"DTP-containing vaccine, 1st dose",DTPCV1,1002889,801482
Afghanistan,TTETANUS,"Total tetanus",EMR,2004,81,"DTP-containing vaccine, 1st dose",DTPCV1,1002889,801482
Djibouti,TTETANUS,"Total tetanus",EMR,2006,1,"DTP-containing vaccine, 1st dose",DTPCV1,18852,14372
Djibouti,TTETANUS,"Total tetanus",EMR,2006,1,"DTP-containing vaccine, 3rd dose",DTPCV3,18852,13488
Djibouti,TTETANUS,"Total tetanus",EMR,2006,1,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,20353,13020
Djibouti,MEASLES,Measles,EMR,2006,49,"Measles-containing vaccine, 1st dose",MCV1,18852,12658
Iraq,TTETANUS,"Total tetanus",EMR,2009,34,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1149876,957806
Iraq,MEASLES,Measles,EMR,2009,30328,"Measles-containing vaccine, 2nd dose",MCV2,1101540,1124551
Iraq,MEASLES,Measles,EMR,2009,30328,"Measles-containing vaccine, 1st dose",MCV1,1101540,1062894
Iraq,PERTUSSIS,Pertussis,EMR,2009,5471,"DTP-containing vaccine, 3rd dose",DTPCV3,1101540,945858
Iraq,DIPHTHERIA,Diphtheria,EMR,2009,13,"DTP-containing vaccine, 3rd dose",DTPCV3,1101540,945858
Iraq,TTETANUS,"Total tetanus",EMR,2009,34,"DTP-containing vaccine, 3rd dose",DTPCV3,1101540,945858
Iraq,PERTUSSIS,Pertussis,EMR,2009,5471,"DTP-containing vaccine, 1st dose",DTPCV1,1101540,1098091
Iraq,DIPHTHERIA,Diphtheria,EMR,2009,13,"DTP-containing vaccine, 1st dose",DTPCV1,1101540,1098091
Iraq,TTETANUS,"Total tetanus",EMR,2009,34,"DTP-containing vaccine, 1st dose",DTPCV1,1101540,1098091
Iraq,NTETANUS,"Neonatal tetanus",EMR,2012,11,"Protection at birth (PAB) against neonatal tetanus",PAB,1285776,497420
Iraq,RUBELLA,Rubella,EMR,2012,22,"Rubella-containing vaccine, 1st dose",RCV1,1240428,1018493
Iraq,TTETANUS,"Total tetanus",EMR,2012,34,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1285776,853141
Iraq,MEASLES,Measles,EMR,2012,15,"Measles-containing vaccine, 1st dose",MCV1,1240428,1032457
Iraq,DIPHTHERIA,Diphtheria,EMR,2012,3,"DTP-containing vaccine, 3rd dose",DTPCV3,1240428,974751
Iraq,PERTUSSIS,Pertussis,EMR,2012,2314,"DTP-containing vaccine, 3rd dose",DTPCV3,1240428,974751
Iraq,TTETANUS,"Total tetanus",EMR,2012,34,"DTP-containing vaccine, 3rd dose",DTPCV3,1240428,974751
Iraq,DIPHTHERIA,Diphtheria,EMR,2012,3,"DTP-containing vaccine, 1st dose",DTPCV1,1240428,1172696
Iraq,PERTUSSIS,Pertussis,EMR,2012,2314,"DTP-containing vaccine, 1st dose",DTPCV1,1240428,1172696
Iraq,TTETANUS,"Total tetanus",EMR,2012,34,"DTP-containing vaccine, 1st dose",DTPCV1,1240428,1172696
Iraq,MEASLES,Measles,EMR,2012,15,"Measles-containing vaccine, 2nd dose",MCV2,1240428,1018493
Morocco,MEASLES,Measles,EMR,2014,10,"Measles-containing vaccine, 2nd dose",MCV2,674212,367083
Morocco,MEASLES,Measles,EMR,2014,10,"Measles-containing vaccine, 1st dose",MCV1,702478,676902
Somalia,POLIO,Poliomyelitis,EMR,2018,12,"Polio, 3rd dose",POL3,588110,402912
Somalia,MEASLES,Measles,EMR,2018,9126,"Measles-containing vaccine, 1st dose",MCV1,588110,414351
Somalia,POLIO,Poliomyelitis,EMR,2018,12,"Inactivated polio-containing vaccine, 1st dose",IPV1,588110,358977
Somalia,DIPHTHERIA,Diphtheria,EMR,2018,6,"DTP-containing vaccine, 3rd dose",DTPCV3,588110,403765
Somalia,PERTUSSIS,Pertussis,EMR,2018,114,"DTP-containing vaccine, 3rd dose",DTPCV3,588110,403765
Somalia,DIPHTHERIA,Diphtheria,EMR,2018,6,"DTP-containing vaccine, 1st dose",DTPCV1,588110,472288
Somalia,PERTUSSIS,Pertussis,EMR,2018,114,"DTP-containing vaccine, 1st dose",DTPCV1,588110,472288
Jordan,PERTUSSIS,Pertussis,EMR,2018,4,"DTP-containing vaccine, 1st dose",DTPCV1,198656,189571
Jordan,PERTUSSIS,Pertussis,EMR,2018,4,"DTP-containing vaccine, 3rd dose",DTPCV3,198656,190053
Jordan,PERTUSSIS,Pertussis,EMR,2018,4,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,198656,189571
Qatar,MEASLES,Measles,EMR,2019,5,"Measles-containing vaccine, 1st dose",MCV1,28103,28072
Qatar,MEASLES,Measles,EMR,2019,5,"Measles-containing vaccine, 2nd dose",MCV2,27943,27459
Qatar,RUBELLA,Rubella,EMR,2019,1,"Rubella-containing vaccine, 1st dose",RCV1,28103,28072
Bahrain,PERTUSSIS,Pertussis,EMR,2019,5,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,20441,20225
Bahrain,MEASLES,Measles,EMR,2019,3,"Measles-containing vaccine, 2nd dose",MCV2,20441,20441
Bahrain,MEASLES,Measles,EMR,2019,3,"Measles-containing vaccine, 1st dose",MCV1,18503,18503
Bahrain,PERTUSSIS,Pertussis,EMR,2019,5,"DTP-containing vaccine, 3rd dose",DTPCV3,18503,18463
Bahrain,PERTUSSIS,Pertussis,EMR,2019,5,"DTP-containing vaccine, 1st dose",DTPCV1,18503,18331
Somalia,POLIO,Poliomyelitis,EMR,2020,14,"Polio, 3rd dose",POL3,620261,452618
Somalia,MEASLES,Measles,EMR,2020,2531,"Measles-containing vaccine, 1st dose",MCV1,620261,433863
Somalia,POLIO,Poliomyelitis,EMR,2020,14,"Inactivated polio-containing vaccine, 1st dose",IPV1,620261,410608
"United Arab Emirates",TTETANUS,"Total tetanus",EMR,2022,1,"Tetanus-containing vaccine, 6th dose (3rd booster)",TTCV6,43374,38762
"United Arab Emirates",MEASLES,Measles,EMR,2022,98,"Measles-containing vaccine, 2nd dose",MCV2,69500,63116
"United Arab Emirates",MEASLES,Measles,EMR,2022,98,"Measles-containing vaccine, 1st dose",MCV1,83037,81229
"United Arab Emirates",TTETANUS,"Total tetanus",EMR,2022,1,"DTP-containing vaccine, 3rd dose",DTPCV3,81000,73954
"United Arab Emirates",TTETANUS,"Total tetanus",EMR,2022,1,"DTP-containing vaccine, 1st dose",DTPCV1,81000,71842
"United Arab Emirates",RUBELLA,Rubella,EMR,2022,4,"Rubella-containing vaccine, 1st dose",RCV1,83037,81229
"United Arab Emirates",TTETANUS,"Total tetanus",EMR,2022,1,"Tetanus-containing vaccine, 4th dose (1st booster)",TTCV4,73037,64793
"United Arab Emirates",TTETANUS,"Total tetanus",EMR,2022,1,"Tetanus-containing vaccine, 5th dose (2nd booster)",TTCV5,64632,59165
Turkmenistan,TTETANUS,"Total tetanus",EUR,2000,1,"DTP-containing vaccine, 1st dose",DTPCV1,95054,92417
Turkmenistan,DIPHTHERIA,Diphtheria,EUR,2000,30,"DTP-containing vaccine, 1st dose",DTPCV1,95054,92417
Turkmenistan,PERTUSSIS,Pertussis,EUR,2000,11,"DTP-containing vaccine, 1st dose",DTPCV1,95054,92417
Turkmenistan,TTETANUS,"Total tetanus",EUR,2000,1,"DTP-containing vaccine, 3rd dose",DTPCV3,95054,92369
Turkmenistan,DIPHTHERIA,Diphtheria,EUR,2000,30,"DTP-containing vaccine, 3rd dose",DTPCV3,95054,92369
Turkmenistan,PERTUSSIS,Pertussis,EUR,2000,11,"DTP-containing vaccine, 3rd dose",DTPCV3,95054,92369
Turkmenistan,MEASLES,Measles,EUR,2000,113,"Measles-containing vaccine, 1st dose",MCV1,94690,91429
Turkmenistan,MEASLES,Measles,EUR,2000,113,"Measles-containing vaccine, 2nd dose",MCV2,116414,106839
"Republic of Moldova",PERTUSSIS,Pertussis,EUR,2000,169,"DTP-containing vaccine, 3rd dose",DTPCV3,42193,39868
"Republic of Moldova",TTETANUS,"Total tetanus",EUR,2000,1,"DTP-containing vaccine, 3rd dose",DTPCV3,42193,39868
"Republic of Moldova",DIPHTHERIA,Diphtheria,EUR,2000,10,"DTP-containing vaccine, 3rd dose",DTPCV3,42193,39868
"Republic of Moldova",MEASLES,Measles,EUR,2000,687,"Measles-containing vaccine, 1st dose",MCV1,44339,43710
"United Kingdom of Great Britain and Northern Ireland",DIPHTHERIA,Diphtheria,EUR,2001,4,"DTP-containing vaccine, 3rd dose",DTPCV3,681591,635924
"United Kingdom of Great Britain and Northern Ireland",TTETANUS,"Total tetanus",EUR,2001,7,"DTP-containing vaccine, 3rd dose",DTPCV3,681591,635924
"United Kingdom of Great Britain and Northern Ireland",PERTUSSIS,Pertussis,EUR,2001,1049,"DTP-containing vaccine, 3rd dose",DTPCV3,681591,635924
"United Kingdom of Great Britain and Northern Ireland",MEASLES,Measles,EUR,2001,73,"Measles-containing vaccine, 1st dose",MCV1,681591,577308
"United Kingdom of Great Britain and Northern Ireland",MEASLES,Measles,EUR,2001,73,"Measles-containing vaccine, 2nd dose",MCV2,586480,436928
Latvia,PERTUSSIS,Pertussis,EUR,2003,99,"DTP-containing vaccine, 1st dose",DTPCV1,20817,20409
Latvia,DIPHTHERIA,Diphtheria,EUR,2003,26,"DTP-containing vaccine, 1st dose",DTPCV1,20817,20409
Latvia,PERTUSSIS,Pertussis,EUR,2003,99,"DTP-containing vaccine, 3rd dose",DTPCV3,20508,20127
Latvia,DIPHTHERIA,Diphtheria,EUR,2003,26,"DTP-containing vaccine, 3rd dose",DTPCV3,20508,20127
Ireland,PERTUSSIS,Pertussis,EUR,2003,40,"DTP-containing vaccine, 3rd dose",DTPCV3,58730,50036
Ireland,MEASLES,Measles,EUR,2003,584,"Measles-containing vaccine, 1st dose",MCV1,58712,45999
Austria,PERTUSSIS,Pertussis,EUR,2007,133,"DTP-containing vaccine, 1st dose",DTPCV1,75808,51388
Austria,PERTUSSIS,Pertussis,EUR,2007,133,"DTP-containing vaccine, 3rd dose",DTPCV3,75808,64060
Austria,RUBELLA,Rubella,EUR,2007,13,"Rubella-containing vaccine, 1st dose",RCV1,79374,62861
Austria,MEASLES,Measles,EUR,2007,20,"Measles-containing vaccine, 2nd dose",MCV2,79374,48348
Austria,MEASLES,Measles,EUR,2007,20,"Measles-containing vaccine, 1st dose",MCV1,79374,62861
"Republic of Moldova",PERTUSSIS,Pertussis,EUR,2008,30,"DTP-containing vaccine, 1st dose",DTPCV1,43837,40549
"Republic of Moldova",PERTUSSIS,Pertussis,EUR,2008,30,"DTP-containing vaccine, 3rd dose",DTPCV3,43837,39732
"Republic of Moldova",RUBELLA,Rubella,EUR,2008,1,"Rubella-containing vaccine, 1st dose",RCV1,43837,41607
Lithuania,DIPHTHERIA,Diphtheria,EUR,2008,4,"DTP-containing vaccine, 1st dose",DTPCV1,29604,28344
Lithuania,PERTUSSIS,Pertussis,EUR,2008,51,"DTP-containing vaccine, 1st dose",DTPCV1,29604,28344
Lithuania,DIPHTHERIA,Diphtheria,EUR,2008,4,"DTP-containing vaccine, 3rd dose",DTPCV3,29604,28344
Lithuania,PERTUSSIS,Pertussis,EUR,2008,51,"DTP-containing vaccine, 3rd dose",DTPCV3,29604,28344
Lithuania,MEASLES,Measles,EUR,2008,1,"Measles-containing vaccine, 1st dose",MCV1,29602,28700
Lithuania,MEASLES,Measles,EUR,2008,1,"Measles-containing vaccine, 2nd dose",MCV2,39561,38145
Serbia,MEASLES,Measles,EUR,2008,2,"Measles-containing vaccine, 1st dose",MCV1,67628,65188
Serbia,TTETANUS,"Total tetanus",EUR,2008,5,"DTP-containing vaccine, 3rd dose",DTPCV3,66350,64680
Serbia,PERTUSSIS,Pertussis,EUR,2008,6,"DTP-containing vaccine, 3rd dose",DTPCV3,66350,64680
Serbia,MEASLES,Measles,EUR,2008,2,"Measles-containing vaccine, 2nd dose",MCV2,72092,69976
Croatia,RUBELLA,Rubella,EUR,2013,1,"Rubella-containing vaccine, 1st dose",RCV1,40885,38369
Croatia,TTETANUS,"Total tetanus",EUR,2013,1,"DTP-containing vaccine, 3rd dose",DTPCV3,41566,39721
Croatia,PERTUSSIS,Pertussis,EUR,2013,108,"DTP-containing vaccine, 3rd dose",DTPCV3,41566,39721
Ireland,MEASLES,Measles,EUR,2013,51,"Measles-containing vaccine, 1st dose",MCV1,74090,68642
Ireland,TTETANUS,"Total tetanus",EUR,2013,2,"DTP-containing vaccine, 3rd dose",DTPCV3,74030,70718
Ireland,PERTUSSIS,Pertussis,EUR,2013,175,"DTP-containing vaccine, 3rd dose",DTPCV3,74030,70718
Spain,RUBELLA,Rubella,EUR,2015,3,"Rubella-containing vaccine, 1st dose",RCV1,419245,403075
Spain,MEASLES,Measles,EUR,2015,115,"Measles-containing vaccine, 2nd dose",MCV2,462500,437167
Spain,MEASLES,Measles,EUR,2015,115,"Measles-containing vaccine, 1st dose",MCV1,419245,403075
Spain,TTETANUS,"Total tetanus",EUR,2015,3,"DTP-containing vaccine, 3rd dose",DTPCV3,413414,398982
Spain,DIPHTHERIA,Diphtheria,EUR,2015,1,"DTP-containing vaccine, 3rd dose",DTPCV3,413414,398982
Kyrgyzstan,PERTUSSIS,Pertussis,EUR,2016,195,"DTP-containing vaccine, 1st dose",DTPCV1,147250,142403
Kyrgyzstan,DIPHTHERIA,Diphtheria,EUR,2016,1,"DTP-containing vaccine, 1st dose",DTPCV1,147250,142403
Kyrgyzstan,PERTUSSIS,Pertussis,EUR,2016,195,"DTP-containing vaccine, 3rd dose",DTPCV3,147250,141601
Kyrgyzstan,DIPHTHERIA,Diphtheria,EUR,2016,1,"DTP-containing vaccine, 3rd dose",DTPCV3,147250,141601
Kyrgyzstan,RUBELLA,Rubella,EUR,2016,3,"Rubella-containing vaccine, 1st dose",RCV1,149813,145329
Denmark,PERTUSSIS,Pertussis,EUR,2016,2096,"DTP-containing vaccine, 1st dose",DTPCV1,59328,56063
Denmark,PERTUSSIS,Pertussis,EUR,2016,2096,"DTP-containing vaccine, 3rd dose",DTPCV3,58526,53182
Denmark,MEASLES,Measles,EUR,2016,3,"Measles-containing vaccine, 1st dose",MCV1,58526,53145
Denmark,MEASLES,Measles,EUR,2016,3,"Measles-containing vaccine, 2nd dose",MCV2,61492,52199
Montenegro,PERTUSSIS,Pertussis,EUR,2016,8,"DTP-containing vaccine, 3rd dose",DTPCV3,7668,6830
Montenegro,PERTUSSIS,Pertussis,EUR,2016,8,"DTP-containing vaccine, 1st dose",DTPCV1,7668,7404
Albania,MEASLES,Measles,EUR,2016,17,"Measles-containing vaccine, 2nd dose",MCV2,34480,33683
Albania,MEASLES,Measles,EUR,2016,17,"Measles-containing vaccine, 1st dose",MCV1,31435,30280
Albania,PERTUSSIS,Pertussis,EUR,2016,43,"DTP-containing vaccine, 3rd dose",DTPCV3,31435,30950
Albania,PERTUSSIS,Pertussis,EUR,2016,43,"DTP-containing vaccine, 1st dose",DTPCV1,31435,31020
Albania,RUBELLA,Rubella,EUR,2016,2,"Rubella-containing vaccine, 1st dose",RCV1,31435,30280
Slovakia,DIPHTHERIA,Diphtheria,EUR,2018,1,"Diphtheria-containing vaccine, 4th dose (1st booster)",DIPHCV4,53979,52094
Slovakia,DIPHTHERIA,Diphtheria,EUR,2018,1,"Diphtheria-containing vaccine, 5th dose (2nd booster)",DIPHCV5,49707,48545
Slovakia,PERTUSSIS,Pertussis,EUR,2018,376,"DTP-containing vaccine, 3rd dose",DTPCV3,57761,55737
Slovakia,DIPHTHERIA,Diphtheria,EUR,2018,1,"DTP-containing vaccine, 3rd dose",DTPCV3,57761,55737
Slovakia,MEASLES,Measles,EUR,2018,565,"Measles-containing vaccine, 1st dose",MCV1,55777,53594
Slovakia,MEASLES,Measles,EUR,2018,565,"Measles-containing vaccine, 2nd dose",MCV2,50308,48999
Slovakia,PERTUSSIS,Pertussis,EUR,2018,376,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,53979,52094
"Russian Federation",TTETANUS,"Total tetanus",EUR,2018,11,"Tetanus-containing vaccine, 6th dose (3rd booster)",TTCV6,1496879,1451973
"Russian Federation",TTETANUS,"Total tetanus",EUR,2018,11,"Tetanus-containing vaccine, 5th dose (2nd booster)",TTCV5,1769604,1709437
"Russian Federation",TTETANUS,"Total tetanus",EUR,2018,11,"Tetanus-containing vaccine, 4th dose (1st booster)",TTCV4,1766713,1711044
"Russian Federation",RUBELLA,Rubella,EUR,2018,5,"Rubella-containing vaccine, 1st dose",RCV1,1766713,1722611
"Russian Federation",PERTUSSIS,Pertussis,EUR,2018,10423,"Pertussis-containing vaccine, 4th dose (1st booster)",PERCV4,1766713,1704236
"Russian Federation",MEASLES,Measles,EUR,2018,2539,"Measles-containing vaccine, 2nd dose",MCV2,1808923,1754647
"Russian Federation",MEASLES,Measles,EUR,2018,2539,"Measles-containing vaccine, 1st dose",MCV1,1766713,1723774
"Russian Federation",DIPHTHERIA,Diphtheria,EUR,2018,4,"DTP-containing vaccine, 3rd dose",DTPCV3,1598165,1548373
"Russian Federation",TTETANUS,"Total tetanus",EUR,2018,11,"DTP-containing vaccine, 3rd dose",DTPCV3,1598165,1548373
"Russian Federation",PERTUSSIS,Pertussis,EUR,2018,10423,"DTP-containing vaccine, 3rd dose",DTPCV3,1598165,1548373
"Russian Federation",DIPHTHERIA,Diphtheria,EUR,2018,4,"Diphtheria-containing vaccine, 6th dose (3rd booster)",DIPHCV6,1496879,1451973
"Russian Federation",DIPHTHERIA,Diphtheria,EUR,2018,4,"Diphtheria-containing vaccine, 5th dose (2nd booster)",DIPHCV5,1769604,1709437
"Russian Federation",DIPHTHERIA,Diphtheria,EUR,2018,4,"Diphtheria-containing vaccine, 4th dose (1st booster)",DIPHCV4,1766713,1707418
Uzbekistan,MEASLES,Measles,EUR,2018,22,"Measles-containing vaccine, 2nd dose",MCV2,621167,620299
Uzbekistan,MEASLES,Measles,EUR,2018,22,"Measles-containing vaccine, 1st dose",MCV1,714713,683184
Bangladesh,TTETANUS,"Total tetanus",SEAR,2000,1155,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,4417895,3934457
Bangladesh,POLIO,Poliomyelitis,SEAR,2000,198,"Polio, 3rd dose",POL3,3154344,2839067
Bangladesh,MEASLES,Measles,SEAR,2000,5098,"Measles-containing vaccine, 1st dose",MCV1,3154344,2798093
Bangladesh,DIPHTHERIA,Diphtheria,SEAR,2000,21,"DTP-containing vaccine, 3rd dose",DTPCV3,3154344,2884772
Bangladesh,PERTUSSIS,Pertussis,SEAR,2000,252,"DTP-containing vaccine, 3rd dose",DTPCV3,3154344,2884772
Bangladesh,TTETANUS,"Total tetanus",SEAR,2000,1155,"DTP-containing vaccine, 3rd dose",DTPCV3,3154344,2884772
Bangladesh,DIPHTHERIA,Diphtheria,SEAR,2000,21,"DTP-containing vaccine, 1st dose",DTPCV1,3154344,3514999
Bangladesh,PERTUSSIS,Pertussis,SEAR,2000,252,"DTP-containing vaccine, 1st dose",DTPCV1,3154344,3514999
Bangladesh,TTETANUS,"Total tetanus",SEAR,2000,1155,"DTP-containing vaccine, 1st dose",DTPCV1,3154344,3514999
Nepal,TTETANUS,"Total tetanus",SEAR,2002,241,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1014554,562953
Nepal,TTETANUS,"Total tetanus",SEAR,2002,241,"DTP-containing vaccine, 1st dose",DTPCV1,737032,652333
Nepal,PERTUSSIS,Pertussis,SEAR,2002,4683,"DTP-containing vaccine, 1st dose",DTPCV1,737032,652333
Nepal,DIPHTHERIA,Diphtheria,SEAR,2002,108,"DTP-containing vaccine, 1st dose",DTPCV1,737032,652333
Nepal,TTETANUS,"Total tetanus",SEAR,2002,241,"DTP-containing vaccine, 3rd dose",DTPCV3,737032,591934
Nepal,PERTUSSIS,Pertussis,SEAR,2002,4683,"DTP-containing vaccine, 3rd dose",DTPCV3,737032,591934
Nepal,DIPHTHERIA,Diphtheria,SEAR,2002,108,"DTP-containing vaccine, 3rd dose",DTPCV3,737032,591934
Nepal,MEASLES,Measles,SEAR,2002,6749,"Measles-containing vaccine, 1st dose",MCV1,737032,614994
Nepal,TTETANUS,"Total tetanus",SEAR,2015,888,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,724839,522200
Nepal,RUBELLA,Rubella,SEAR,2015,626,"Rubella-containing vaccine, 1st dose",RCV1,608802,517349
Nepal,CRS,"Congenital rubella syndrome",SEAR,2015,50,"Rubella-containing vaccine, 1st dose",RCV1,608802,517349
Nepal,MEASLES,Measles,SEAR,2015,1599,"Measles-containing vaccine, 1st dose",MCV1,608802,517349
Nepal,JAPENC,"Japanese encephalitis",SEAR,2015,937,"Japanese encephalitis",JAPENC,390739,302291
Nepal,TTETANUS,"Total tetanus",SEAR,2015,888,"DTP-containing vaccine, 3rd dose",DTPCV3,608802,552289
Nepal,DIPHTHERIA,Diphtheria,SEAR,2015,26,"DTP-containing vaccine, 3rd dose",DTPCV3,608802,552289
Nepal,PERTUSSIS,Pertussis,SEAR,2015,4416,"DTP-containing vaccine, 3rd dose",DTPCV3,608802,552289
Nepal,TTETANUS,"Total tetanus",SEAR,2015,888,"DTP-containing vaccine, 1st dose",DTPCV1,608802,570453
Nepal,DIPHTHERIA,Diphtheria,SEAR,2015,26,"DTP-containing vaccine, 1st dose",DTPCV1,608802,570453
Nepal,PERTUSSIS,Pertussis,SEAR,2015,4416,"DTP-containing vaccine, 1st dose",DTPCV1,608802,570453
